Gene	Gene_ID	MA001	MA002	MA003	MA004	MA005	MA006	MA007	MA008	MA009	MA010	MA011	MA012	MA013	MH001	MH002	MH003	MH004	MH005	MH006	MH007	MH008	MH009	MH010	MH011	MH012	MH013	SA004	SA006	SA007	SA008	SA009	SA010	SA011	SA012	SH001	SH002	SH003	SH005	SH008	SH009	SH010	SH011	SH012
group_3842	EHAKBCLC_00560	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1411.7162385477045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35698.11771775745	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
smc_3	EHAKBCLC_00561	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	769.3461428675332	271.70536685980363	0.0	0.0	0.0	0.0	202.16744175040566	2331.492481843457	923.2242038155682	343.1346633067302	0.0	1297.914014858201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	457.3666575976537	88.83816951158494	22.548447694449223	0.0	191.78454830952094	0.0	17.77500461896515	0.0	672.2452327455916
group_3844	EHAKBCLC_00562	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
group_3845	EHAKBCLC_00563	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.692313094146865	0.0	0.0	0.0	0.0	0.0	0.0	0.0
group_3846	EHAKBCLC_00564	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	1595.3192860984127	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	316.13245284034105	103.1605058754831	37.40524216520815	45.75356886184426	397.68521819512335	0.0	0.0	0.0	0.0
group_3847	EHAKBCLC_00565	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1588.1807683661673	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	299.41390966128455	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1056.2006829868235
group_3848	EHAKBCLC_00566	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
group_3849	EHAKBCLC_00567	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	64.8311552397077	0.0	1961.5155541183865
group_3850	EHAKBCLC_00568	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	79.79219106425563	0.0	1207.086494842084
group_3851	EHAKBCLC_00569	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	1741.1517970159962	614.9121460511345	0.0	0.0	0.0	0.0	1372.6105255685436	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1293.866202414415	144.75945937256157	10.2061394827507	24.96801403264077	0.0	0.0	20.113821016197402	0.0	2129.9559479623476
group_3852	EHAKBCLC_00570	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	293.6286834979624	0.0	0.0	0.0	0.0	655.4396821828627	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	115.207594430103	14.620699814575408	0.0	621.7776824161849	0.0	0.0	0.0	435.89234535964147
group_3853	EHAKBCLC_00571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	775.9948132379934	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	922.6384179192175	121.86403321939785	18.194648658138284	0.0	0.0	0.0	0.0	0.0	0.0
group_3854	EHAKBCLC_00572	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	518.9841100795599	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
group_3855	EHAKBCLC_00573	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	1686.643467055746	132.36928129067357	0.0	0.0	0.0	0.0	0.0	0.0	1349.3276824996765	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	668.4589611042632	275.26165137897243	26.36433884274063	16.12424519818125	420.450740524719	0.0	0.0	0.0	0.0
group_3856	EHAKBCLC_00574	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	195.8430604073811	54.777950559218795	0.0	0.0	985.4589683577271	0.0	0.0	0.0	0.0
group_3857	EHAKBCLC_00575	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	540.1053156312885	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	227.29231098374885	105.95734962184657	0.0	0.0	571.8539268937176	0.0	0.0	0.0	0.0
group_3858	EHAKBCLC_00576	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	648.7301375994498	30.241993537902037	0.0	0.0	0.0	0.0	0.0	0.0	0.0
group_3859	EHAKBCLC_00577	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	578.0814706366134	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	121.63690079989684	181.45196122741223	0.0	0.0	306.031203064216	0.0	0.0	0.0	0.0
group_3860	EHAKBCLC_00578	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
group_3861	EHAKBCLC_00579	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.241993537902037	0.0	0.0	0.0	0.0	0.0	0.0	0.0
group_3862	EHAKBCLC_00580	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	172.03893151808614	96.23971424216339	0.0	49.79808323637193	0.0	0.0	0.0	0.0	0.0
group_3863	EHAKBCLC_00581	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
group_3864	EHAKBCLC_00582	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1058.7025403302607	0.0	0.0	0.0	0.0
group_3865	EHAKBCLC_00583	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	2082.69937516434	271.24054104268504	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	193.54875864257306	0.0	467.3642330406165	580.3258369217726	0.0	26.89292365498986	0.0	0.0
group_3866	EHAKBCLC_00584	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	237.1616289791235	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	167.49411805607284	0.0	0.0	627.756313977879	209.68536922446026	11.636361196870615	0.0	0.0
group_3867	EHAKBCLC_00585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.988354236948425	0.0	136.56747069368666	0.0	0.0	0.0	0.0	0.0
group_3868	EHAKBCLC_00586	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	157.75625588355436	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	99.8245746580606	0.0	8.608837694157899	149.654227286417	0.0	0.0	0.0	0.0
group_3869	EHAKBCLC_00590	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	79.76507137861344	0.0	0.0	0.0	0.0	0.0
group_3870	EHAKBCLC_00591	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	1023.7065125778089	0.0	0.0	7890.356941238992	0.0	0.0	538.0156348862587	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	507.150596168951	189.13559476472935	12.00135619958633	587.1956394647113	255.19214327178926	426.20088076893546	94.60702784165815	0.0	0.0
group_3871	EHAKBCLC_00592	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	201.61329025268026	51.172449351013924	0.0	0.0	0.0	0.0	0.0	0.0
group_3872	EHAKBCLC_00593	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
group_3873	EHAKBCLC_00594	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
group_162	EHAKBCLC_01182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
group_117	EHAKBCLC_01508	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
group_91	EHAKBCLC_02360	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
group_754	EHAKBCLC_02539	0.0	0.0	18337.814976834725	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	6983.9533191419405	6577.282510354358	3224.119924966944	9227.96030842046	2603.909194009776	0.0	11011.386660672095	8465.908256293797	0.0	0.0	9152.332859480692	18851.480002473778	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4107.273994190697	7334.975422457779	10025.825697685284	6075.193186952373	1802.6906131566639	6615.714540908208	5233.746815842528	484.07262578981755	12225.101955097794	14157.783377281154
group_3874	EHAKBCLC_02633	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	1304.0576736987027	3684.369870945387	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3987.530913881629	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4651.475841376968	3373.0489058041776	122.30427728707065	0.0	12027.915167735493	542.919794174536	30.129001605175368	11721.949278466542	0.0
group_3875	EHAKBCLC_02637	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	9523.572707920828	5299.876402971487	1199.0528646571279	238.32542118854488	1210.4949765541317	0.0	0.0	5247.463795223428	2077.8902879264992	0.0	3781.9557270581367	8763.601240819424	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10980.159684327878	3471.0810434246573	1552.9358183216789	397.287187472543	12301.948526482205	1802.2544131689144	240.0360127883393	12229.392970175048	5446.853108956842
group_3876	EHAKBCLC_02638	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	2362.991724521709	6676.18901426946	2181.735287571616	0.0	0.0	0.0	0.0	7161.012622804903	0.0	0.0	4128.871966683018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5384.947909096185	1877.2774334505204	1440.523686993956	338.85161901441046	6479.577953600243	983.7869954591216	54.59465704396438	6308.276112632835	825.9012859445838
group_3877	EHAKBCLC_02655	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	4968.820543263041	2924.6809581615225	0.0	0.0	0.0	0.0	0.0	7528.969793146658	0.0	0.0	4883.655873635942	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4061.6147745356857	4486.812132168739	218.44365730867608	71.25259340540174	10838.101104566702	0.0	200.89970635545788	9990.602495085794	0.0
group_3878	EHAKBCLC_02659	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	973.6108979142963	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1229.1728922936943	458.40495467977826	0.0	118.59806665504367	0.0	0.0	95.54064982693767	978.1820554399017	0.0
group_3879	EHAKBCLC_02665	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2075.9364403182394	387.0975172851461	0.0	0.0	4352.443776913295	0.0	80.67877096496959	1416.034975493953	1220.4985670069962
group_3880	EHAKBCLC_02666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56.92610548310972	0.0	0.0	0.0	0.0	0.0	208.24043757264016	0.0
group_3881	EHAKBCLC_02674	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	4201.576194670954	5737.535879687458	0.0	0.0	0.0	0.0	0.0	15279.37987432704	2016.7758676933668	0.0	8442.65999069743	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5245.347422729242	4370.372370953288	108.36518686097067	24.100141887121172	7960.084340664956	699.6987721714609	194.14677504939206	18003.332375598253	587.4057274365222
group_3882	EHAKBCLC_02676	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
group_3883	EHAKBCLC_02679	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	973.0952063991747	317.54093214797143	0.0	0.0	1224.124812256864	0.0	0.0	497.82479607209285	0.0
group_3884	EHAKBCLC_02683	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	2597.338011251135	2446.0968013714555	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2573.4749260143467	1103.7077972179786	91.34916578362818	0.0	5827.238775702097	2162.7052958026975	0.0	3774.142806585123	0.0
group_3885	EHAKBCLC_02684	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	2109.2476467207202	3476.248306647018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3685.5031648915538	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3761.7640193686216	1967.9622103590482	49.45525306406715	60.4929735958612	5257.985770767738	0.0	146.19643060766302	8909.616037084435	737.2138995344271
group_3886	EHAKBCLC_02685	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	1413.9062721303158	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6120.986944238679	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4760.109035124626	2329.9818715570896	164.27334059178995	0.0	7485.094393417768	2500.1975234916536	46.2489769862883	8658.557811937548	699.6488600677047
group_3887	EHAKBCLC_02686	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	2715.981846332977	8678.358867828667	179.11777360927465	0.0	0.0	0.0	203.91456779022397	21164.770640734496	931.202684589283	0.0	9830.283441664447	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5343.614170448802	6204.312985375814	263.8224055430052	44.51087933720157	10832.748955873089	969.2123733041717	295.8221602048885	24229.931802896528	542.443807558665
group_3888	EHAKBCLC_02689	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	1804.742152231379	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1518.9778831596875	1239.1841254554981	44.93190674723175	0.0	1910.8289752302271	0.0	88.54987057130809	1554.18472920068	0.0
group_312	EKMBDOEH_00196	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	2576.0483554212074	5458.605362076874	3567.6736874634216	5672.926419110938	0.0	0.0	5415.43606262562	0.0	0.0	0.0	6751.720961911986	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3318.095130016858	4902.177575455334	1479.8065681178455	1699.2575451886585	5779.4745234422435	8579.912812856603	1964.0651620160631	3307.950557506366	900.3677953330299
group_327	EKMBDOEH_00555	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3003.1054529105713	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1698.4934511694687	105.57205016867621	133.97877648265467	327.76192966484797	0.0	0.0	132.0198070335866	0.0	0.0
group_166	EKMBDOEH_02348	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
group_45	EKMBDOEH_02616	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	15584.02806750681	3669.1452020571833	0.0	2859.9050542625387	0.0	0.0	0.0	15742.391385670286	6233.670863779498	0.0	1134.586718117441	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3860.21238902152	2903.2313796385956	822.1424920526536	968.3875194643235	2589.883900312043	0.0	1080.1620575475267	2106.4983106521618	907.8088514928071
group_241	EKMBDOEH_03319	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
group_28	EKMBDOEH_03437	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	471.30209071010523	0.0	9918.587911120716	0.0	0.0	8416.346492233448	0.0	9608.58821041171	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2380.054517562313	758.1687042368306	516.2876418599112	975.978994384181	998.0125857890356	11667.588442961049	0.0	0.0	0.0
group_446	EKMBDOEH_03599	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
group_708	FJDKAPFC_03418	0.0	0.0	6911.236800314596	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	10002.144200781171	13138.039185255564	7169.211390944085	11448.00352332312	4416.177653157284	0.0	7470.0361768378525	20739.348115292596	13897.8491117094	6104.57832325089	8738.408257795634	3552.4145733304863	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12436.555982435708	0.0	12674.68731149076	14185.47057689411	7041.740467478218	5631.520927197953	12466.798757992854	8328.407830905195	5631.297129162953	15334.449106479742	9751.722218799618
group_445	FJDKAPFC_03597	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
group_271	HBNLJODD_03734	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
group_561	HCPOKGIH_02012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	457.9271559525528	384.2512120109906	216.73037372194133	795.3046822749988	0.0	1924.1716234715175	427.1229051086625	780.9016408974005	0.0
group_15	HDIBDOEI_03656	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
group_6155	HDIBDOEI_03697	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
group_264	HDIBDOEI_03698	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
group_263	HDIBDOEI_03699	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
