Gene_ID	MA001	MA002	MA003	MA004	MA005	MA006	MA007	MA008	MA009	MA010	MA011	MA012	MA013	MH001	MH002	MH003	MH004	MH005	MH006	MH007	MH008	MH009	MH010	MH011	MH012	MH013	SA004	SA006	SA007	SA008	SA009	SA010	SA011	SA012	SH001	SH002	SH003	SH005	SH008	SH009	SH010	SH011	SH012
IHJHGAMB_02425	0	0	0	0	0	0	0	0	0	0	0	0	0	3	47	76	14	37	0	1	3	1	29	11	0	0	0	0	0	0	0	0	0	0	29	1406	1018	200	17	1	799	337	2
IHJHGAMB_02426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	5	0	1	9	0	0
IHJHGAMB_02427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	8	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	63	80	48	0	1	70	0	1
IHJHGAMB_02428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	21	25	19	0	0	23	0	0
IHJHGAMB_02429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	3	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	51	76	38	0	0	51	0	0
IHJHGAMB_02432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	2	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	61	100	32	0	0	80	0	0
IHJHGAMB_02434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
IHJHGAMB_02435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	14	4	6	0	1	0	0	8	0	0	0	0	0	0	0	0	0	0	0	1	169	233	64	1	0	167	7	1
IHJHGAMB_02436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	36	22	0	0	23	0	0
IHJHGAMB_02437	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	9	0	5	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	66	119	50	3	1	81	1	0
IHJHGAMB_02438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	12	10	0	0	12	0	0
IHJHGAMB_02439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
IHJHGAMB_02440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	8	5	2	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	1	116	126	45	0	0	89	1	0
IHJHGAMB_02441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	39	3	21	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	2	406	402	119	0	0	355	0	1
IHJHGAMB_02442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	43	8	13	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	505	520	160	5	0	401	13	0
IHJHGAMB_02443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	41	51	22	0	0	34	0	0
IHJHGAMB_02446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	22	41	32	0	0	25	0	0
IHJHGAMB_02447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	1	0	0
IHJHGAMB_02448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	8	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	125	53	0	0	122	0	0
IHJHGAMB_02449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	36	60	35	0	0	51	0	0
IHJHGAMB_02453	0	0	0	0	0	0	0	0	0	0	0	0	0	1	30	53	12	19	0	0	1	1	22	4	2	0	0	0	0	0	0	0	0	0	16	572	858	279	15	4	709	59	2
IHJHGAMB_02454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	6	0	0
IHJHGAMB_02456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
IHJHGAMB_02457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0
IHJHGAMB_02458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	19	14	0	0	21	0	0
IHJHGAMB_02459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	10	4	0	0	3	0	0
IHJHGAMB_02460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	6	7	0	0	11	0	0
IHJHGAMB_02461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	13	15	0	0	22	0	0
IHJHGAMB_02462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
IHJHGAMB_02464	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	19	41	21	0	0	36	0	0
IHJHGAMB_02465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	4	0	0	3	0	0
IHJHGAMB_02466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	3	0	0
IHJHGAMB_02467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	11	3	2	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	135	162	45	0	0	117	0	0
IHJHGAMB_02468	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	36	81	35	0	1	89	0	0
IHJHGAMB_02469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	8	9	0	0	12	0	0
IHJHGAMB_02470	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	9	2	7	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	172	154	77	0	1	128	1	0
IHJHGAMB_02471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	21	1	10	0	0	0	0	7	0	1	0	0	0	0	0	0	0	0	0	1	155	199	62	0	0	146	1	1
IHJHGAMB_02472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0
IHJHGAMB_02473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	7	5	0	0	7	0	0
IHJHGAMB_02474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	76	36	0	0	47	0	0
IHJHGAMB_02475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
IHJHGAMB_02476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IHJHGAMB_02477	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	10	3	9	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	98	213	74	0	0	168	0	0
IHJHGAMB_02478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	0	0	0	0	0
IHJHGAMB_02479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	21	47	31	0	0	40	0	0
IHJHGAMB_02480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IHJHGAMB_02482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	11	10	4	0	0	16	0	0
IHJHGAMB_02483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	12	0	4	0	0	0	0	8	0	2	0	0	0	0	0	0	0	0	0	1	168	194	101	0	0	155	0	1
IHJHGAMB_02484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	17	5	10	0	1	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	150	285	68	0	0	209	1	1
IHJHGAMB_02485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	20	7	8	0	0	15	0	0
IHJHGAMB_02486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	10	0	4	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	32	112	45	0	0	80	0	0
IHJHGAMB_02487	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	14	3	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	87	144	42	0	0	138	0	1
IHJHGAMB_02488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	24	4	8	0	1	0	0	12	1	0	0	0	0	0	0	0	0	0	0	2	287	387	130	0	0	386	0	0
IHJHGAMB_02489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	10	3	0	0	10	0	0
IHJHGAMB_02490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	35	32	27	0	0	26	1	0
IHJHGAMB_02536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	6	3	0	0	6	0	0
IHJHGAMB_02559	0	0	0	0	0	0	0	0	0	0	0	0	0	6	19	4	18	7	0	9	0	2	3	4	0	0	0	0	0	0	0	0	0	0	37	319	165	58	19	3	70	77	7
IHJHGAMB_02575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	8	28	3	3	3	1	6	4	1
IHJHGAMB_02592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	2	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	24	53	69	24	1	0	64	1	1
IHJHGAMB_02594	0	0	0	0	0	0	0	0	0	0	0	0	0	7	29	24	22	8	0	9	2	0	5	6	4	0	0	0	0	0	0	0	0	0	59	987	350	114	16	8	239	124	23
IHJHGAMB_02596	0	0	1	0	0	0	0	0	0	0	0	0	0	7	19	4	17	6	0	13	0	1	0	10	1	0	0	0	0	0	0	0	0	0	43	413	187	68	13	5	82	161	8
IHJHGAMB_02597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	9	20	11	12	1	3	6	2	0
IHJHGAMB_02717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	62	76	10	0	0	61	0	0
IHJHGAMB_02720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	1	0	0
IHJHGAMB_02731	0	1	0	0	0	0	0	0	0	0	0	0	0	0	9	25	7	11	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	1	284	406	83	0	0	307	0	0
IHJHGAMB_02732	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	38	21	1	0	33	0	0
IHJHGAMB_02735	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	4	1	3	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1	264	113	25	0	0	89	0	0
IHJHGAMB_02736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	9	3	0	0	4	0	0
IHJHGAMB_02737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	3	6	0	0	3	1	0
IHJHGAMB_02738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IHJHGAMB_02739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	14	8	0	0	17	0	1
IHJHGAMB_02740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IHJHGAMB_02741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	5	5	0	0	5	0	0
IHJHGAMB_02742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
IHJHGAMB_02743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IHJHGAMB_02744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	7	6	0	0	5	0	0
IHJHGAMB_02746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0
IHJHGAMB_02747	0	0	0	0	0	0	0	0	0	0	0	0	0	10	31	35	3	13	0	1	0	0	15	0	1	0	0	0	0	0	0	0	0	0	24	1061	773	192	3	0	459	2	1
IHJHGAMB_02748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0
IHJHGAMB_02749	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	8	1	5	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	6	183	129	27	0	0	70	0	1
IHJHGAMB_02752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	21	5	0	0	12	0	0
IHJHGAMB_02753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	30	53	13	0	0	37	0	0
IHJHGAMB_02870	0	0	0	0	0	0	0	0	0	0	0	0	0	8	14	8	18	5	0	11	1	3	1	7	1	0	0	0	0	0	0	0	0	0	53	537	214	64	27	14	115	189	13
IHJHGAMB_03027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	8	1	6	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	216	295	112	0	1	189	1	0
IHJHGAMB_03030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	19	5	7	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	2	301	515	158	0	0	350	0	1
IHJHGAMB_03031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	32	5	15	0	0	0	1	13	0	0	0	0	0	0	0	0	0	0	0	3	657	876	227	0	0	572	1	1
IHJHGAMB_03036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	31	37	19	0	0	27	0	0
IHJHGAMB_03037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	13	19	6	0	0	5	0	0
IHJHGAMB_03039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	6	2	5	0	1	0	1	2	0	0	0	3	0	0	0	0	0	0	0	12	291	240	75	11	3	159	40	3
IHJHGAMB_03057	0	0	0	1	0	0	0	0	0	0	0	0	0	1	7	4	0	6	0	3	0	0	2	1	1	0	11	3	0	1	3	0	0	3	10	94	62	215	4	6	78	1	17
IHJHGAMB_03058	0	0	2	1	0	0	0	0	0	0	0	1	0	1	3	4	1	4	0	3	0	0	1	0	7	0	11	11	0	0	0	0	0	7	11	100	92	347	5	3	86	1	34
IHJHGAMB_03059	0	0	1	1	0	1	0	0	1	0	0	0	0	4	6	31	3	18	0	7	2	2	6	3	15	0	27	12	0	1	3	0	0	10	49	231	414	380	17	11	257	12	139
IHJHGAMB_03060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	17	25	16	0	0	18	0	1
IHJHGAMB_03061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	2	1	0	1	0	1	2	0	4	0	7	1	0	0	1	0	0	2	7	123	111	187	3	3	88	3	17
IHJHGAMB_03062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	3	3	0	1	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	159	139	67	0	0	116	1	7
IHJHGAMB_03063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	10	6	7	0	2	0	0	6	0	1	0	0	0	0	0	0	0	0	0	3	302	313	72	0	0	240	0	13
IHJHGAMB_03064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	35	52	18	0	1	46	0	6
IHJHGAMB_03096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	47	13	12	6	1	3	9	0
IHJHGAMB_03186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IHJHGAMB_03206	0	0	0	0	0	0	0	0	0	0	0	0	0	3	10	8	7	1	0	3	0	1	1	4	0	0	0	0	0	0	0	0	0	0	28	145	118	40	12	4	75	27	3
IHJHGAMB_03212	0	0	0	0	0	0	0	0	0	0	0	0	0	8	30	13	22	12	0	7	2	2	3	7	0	0	0	0	1	0	0	0	0	0	66	599	290	97	36	14	188	139	5
IHJHGAMB_03234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	9	5	1	0	3	0	0
IHJHGAMB_03235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	23	15	0	0	18	0	0
IHJHGAMB_03236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	6	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	84	117	36	0	0	72	0	1
IHJHGAMB_03237	0	0	0	0	0	0	0	0	0	0	0	2	0	1	24	24	2	8	0	0	0	9	7	0	0	0	0	0	0	0	0	0	0	14	5	545	397	100	0	12	246	1	0
IHJHGAMB_03238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	8	8	0	0	5	0	0
IHJHGAMB_03241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0
IHJHGAMB_03242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	1	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	93	142	26	0	0	101	0	0
IHJHGAMB_03243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
IHJHGAMB_03247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	2	0	0
IHJHGAMB_03248	0	0	0	0	0	0	0	0	0	0	0	0	0	4	46	43	8	20	0	0	0	1	7	0	0	0	0	0	0	0	0	0	0	0	7	819	608	127	2	1	412	0	0
IHJHGAMB_03259	0	0	0	0	0	0	0	0	0	0	0	0	0	4	14	27	3	18	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	8	371	662	141	0	2	440	1	1
IHJHGAMB_03260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	0	0
IHJHGAMB_03261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
IHJHGAMB_03262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	58	29	0	0	47	0	1
IHJHGAMB_03263	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	15	2	7	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	134	190	58	0	0	128	1	1
IHJHGAMB_03447	0	0	0	0	0	0	0	0	0	0	0	0	0	2	11	18	9	11	0	1	0	0	7	0	1	0	0	0	0	0	0	0	0	0	8	161	414	105	0	0	251	5	1
IHJHGAMB_03448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IHJHGAMB_03450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	15	3	5	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	379	231	71	0	2	152	2	20
IHJHGAMB_03451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	15	5	5	0	0	4	0	0
IHJHGAMB_03452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	34	23	7	0	0	13	0	0
IHJHGAMB_03453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	51	45	15	0	0	15	0	2
IHJHGAMB_03454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	34	19	9	0	0	11	0	3
IHJHGAMB_03455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	9	1	4	0	5	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4	161	101	39	0	1	54	1	3
IHJHGAMB_03456	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	19	16	11	0	0	13	0	3
IHJHGAMB_03457	0	0	0	0	0	0	0	0	0	0	0	0	1	7	66	50	13	27	0	14	0	0	17	0	3	0	0	0	0	0	0	0	0	0	21	1410	979	244	0	6	614	25	62
IHJHGAMB_03458	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	7	1	1	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	210	104	30	0	0	71	3	3
IHJHGAMB_03459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	6	0	0	3	0	0
IHJHGAMB_03460	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	21	32	14	0	0	24	0	1
IHJHGAMB_03461	0	0	0	0	0	0	0	0	0	0	0	0	0	16	44	100	15	50	0	11	0	3	21	0	3	0	0	0	0	0	0	0	0	0	63	1072	1622	317	2	5	1024	1	72
IHJHGAMB_03462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	11	24	16	0	0	18	0	0
IHJHGAMB_03480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	7	0	0	26	0	0
IHJHGAMB_03481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	3	10	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	3	288	62	0	0	170	0	1
IHJHGAMB_03482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	2	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5	275	62	0	0	188	0	0
IHJHGAMB_03483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	118	35	0	0	93	0	0
IHJHGAMB_03484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	68	17	0	0	43	0	0
IHJHGAMB_03485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	8	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	5	157	36	1	0	106	0	0
IHJHGAMB_03486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	4	0	0	5	0	0
IHJHGAMB_03487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	6	0	0	8	0	0
IHJHGAMB_03488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	11	0	0	12	0	0
